Date,股票代码,Open,Close,High,Low,Volume,Amount,振幅,涨跌幅,涨跌额,换手率
2015-03-12,600207,5.92,5.92,5.92,5.92,4651,2753274.0,0.0,10.04,0.54,0.11
2015-03-13,600207,6.51,6.51,6.51,6.51,14689,9562493.0,0.0,9.97,0.59,0.33
2015-03-16,600207,7.16,7.16,7.16,6.81,726747,513563216.0,5.38,9.98,0.65,16.52
2015-03-17,600207,7.2,7.88,7.88,7.12,504038,377604304.0,10.61,10.06,0.72,11.46
2015-03-18,600207,8.35,8.24,8.67,8.0,870855,722575392.0,8.5,4.57,0.36,19.79
2015-03-19,600207,8.29,7.97,8.29,7.73,419763,333310512.0,6.8,-3.28,-0.27,9.54
2015-03-20,600207,7.88,7.96,8.07,7.71,332833,262231710.0,4.52,-0.13,-0.01,7.56
2015-03-23,600207,7.87,8.01,8.05,7.72,331997,262175564.0,4.15,0.63,0.05,7.55
2015-03-24,600207,7.98,7.84,7.98,7.62,271806,212163196.0,4.49,-2.12,-0.17,6.18
2015-03-25,600207,7.85,7.98,8.09,7.7,287261,226961270.0,4.97,1.79,0.14,6.53
2015-03-26,600207,7.99,8.14,8.3,7.76,365700,294911344.0,6.77,2.01,0.16,8.31
2015-03-27,600207,8.09,7.92,8.22,7.81,228882,182532954.0,5.04,-2.7,-0.22,5.2
2015-03-30,600207,7.83,7.83,7.86,7.72,197882,153990743.0,1.77,-1.14,-0.09,4.5
2015-03-31,600207,7.79,7.8,7.97,7.75,150554,118171471.0,2.81,-0.38,-0.03,3.42
2015-04-01,600207,7.85,7.93,7.97,7.77,179226,141614815.0,2.56,1.67,0.13,4.07
2015-04-02,600207,7.93,8.15,8.17,7.91,279819,225613128.0,3.28,2.77,0.22,6.36
2015-04-03,600207,8.1,8.14,8.4,8.0,272050,222806127.0,4.91,-0.12,-0.01,6.18
2015-04-07,600207,8.13,8.95,8.95,8.05,501812,426589488.0,11.06,9.95,0.81,11.4
2015-04-08,600207,8.87,8.53,8.88,8.32,392954,338037264.0,6.26,-4.69,-0.42,8.93
2015-04-09,600207,8.38,8.44,8.55,7.96,260061,213304258.0,6.92,-1.06,-0.09,5.91
2015-04-10,600207,8.29,8.51,8.59,8.25,227402,192475599.0,4.03,0.83,0.07,5.17
2015-04-13,600207,8.48,8.5,8.6,8.39,186343,158332715.0,2.47,-0.12,-0.01,4.24
2015-04-14,600207,8.55,8.45,8.82,8.4,213342,183356688.0,4.94,-0.59,-0.05,4.85
2015-04-15,600207,8.36,7.9,8.4,7.88,190772,155241632.0,6.15,-6.51,-0.55,4.34
2015-04-16,600207,7.78,7.96,8.1,7.69,154029,122005168.0,5.19,0.76,0.06,3.5
2015-04-17,600207,8.0,8.1,8.28,7.95,174261,140826826.0,4.15,1.76,0.14,3.96
2015-04-20,600207,8.01,7.86,8.09,7.84,142472,113619046.0,3.09,-2.96,-0.24,3.24
2015-04-21,600207,7.87,8.19,8.24,7.84,143332,115676617.0,5.09,4.2,0.33,3.26
2015-04-22,600207,8.24,8.61,8.8,8.22,265466,225485862.0,7.08,5.13,0.42,6.03
2015-04-23,600207,8.6,8.63,8.75,8.41,227307,194928242.0,3.95,0.23,0.02,5.17
2015-04-24,600207,8.53,9.11,9.49,8.37,750791,695598352.0,12.98,5.56,0.48,17.06
2015-04-27,600207,9.0,9.01,9.26,8.79,356033,319570352.0,5.16,-1.1,-0.1,8.09
2015-04-28,600207,8.95,8.43,8.95,8.41,242587,210061771.0,5.99,-6.44,-0.58,5.51
2015-04-29,600207,8.4,8.81,8.85,8.18,183385,156266595.0,7.95,4.51,0.38,4.17
2015-04-30,600207,8.76,8.54,8.99,8.5,139913,121934496.0,5.56,-3.06,-0.27,3.18
2015-05-04,600207,8.57,8.67,8.84,8.34,121530,104995998.0,5.85,1.52,0.13,2.76
2015-05-05,600207,8.67,8.74,8.99,8.5,210381,184756478.0,5.65,0.81,0.07,4.78
2015-05-06,600207,8.8,9.05,9.12,8.72,369378,331494512.0,4.58,3.55,0.31,8.39
2015-05-07,600207,8.98,8.15,9.07,8.15,240369,205362079.0,10.17,-9.94,-0.9,5.46
2015-05-08,600207,8.16,8.28,8.35,7.9,166945,135703042.0,5.52,1.6,0.13,3.79
2015-05-11,600207,8.37,8.88,9.04,8.22,297915,258993033.0,9.9,7.25,0.6,6.77
2015-05-12,600207,8.89,9.48,9.77,8.73,700467,659942528.0,11.71,6.76,0.6,15.92
2015-05-13,600207,9.24,9.31,9.65,9.11,415061,387183392.0,5.7,-1.79,-0.17,9.43
2015-05-14,600207,9.25,9.41,9.6,9.15,270923,254947815.0,4.83,1.07,0.1,6.16
2015-05-15,600207,9.43,9.63,9.93,9.29,372112,358714096.0,6.8,2.34,0.22,8.46
2015-05-18,600207,9.74,9.31,9.88,9.29,259329,245133662.0,6.13,-3.32,-0.32,5.89
2015-05-19,600207,9.2,9.58,9.69,9.2,246632,233241435.0,5.26,2.9,0.27,5.61
2015-05-20,600207,9.61,9.69,10.1,9.42,358557,351089232.0,7.1,1.15,0.11,8.15
2015-05-21,600207,9.74,10.28,10.46,9.74,360686,365729344.0,7.43,6.09,0.59,8.2
2015-05-22,600207,10.29,10.38,10.8,10.01,328453,339667952.0,7.68,0.97,0.1,7.46
2015-05-25,600207,10.3,10.7,10.77,10.1,314882,330316576.0,6.45,3.08,0.32,7.16
2015-05-26,600207,10.8,10.73,10.91,10.34,338041,358822208.0,5.33,0.28,0.03,7.68
2015-05-27,600207,10.68,10.46,10.69,10.21,278049,290392448.0,4.47,-2.52,-0.27,6.32
2015-05-28,600207,10.58,9.78,10.98,9.7,340472,359046528.0,12.24,-6.5,-0.68,7.74
2015-05-29,600207,9.58,9.6,9.95,9.25,227259,217924303.0,7.16,-1.84,-0.18,5.16
2015-06-01,600207,9.6,10.12,10.21,9.53,192481,191181855.0,7.08,5.42,0.52,4.37
2015-06-02,600207,10.18,10.78,10.83,9.98,280499,292690864.0,8.4,6.52,0.66,6.37
2015-06-03,600207,10.95,11.56,11.77,10.63,395571,441494352.0,10.58,7.24,0.78,8.99
2015-06-04,600207,11.21,11.12,11.47,10.4,370307,402529872.0,9.26,-3.81,-0.44,8.42
2015-06-05,600207,11.29,11.4,11.7,10.8,329498,373765264.0,8.09,2.52,0.28,7.49
2015-06-08,600207,11.78,11.97,12.09,11.52,425811,502976192.0,5.0,5.0,0.57,9.68
2015-06-09,600207,11.95,11.51,11.95,11.21,261036,300638080.0,6.18,-3.84,-0.46,5.93
2015-06-10,600207,11.3,11.6,11.85,11.11,231763,266632480.0,6.43,0.78,0.09,5.27
2015-06-11,600207,11.6,11.8,11.95,11.49,224395,263745007.0,3.97,1.72,0.2,5.1
2015-06-12,600207,11.83,12.76,12.82,11.83,414276,511561120.0,8.39,8.14,0.96,9.42
2015-06-15,600207,13.05,12.67,13.49,12.56,387896,503249744.0,7.29,-0.71,-0.09,8.82
2015-06-16,600207,12.34,11.9,12.57,11.5,266166,323879824.0,8.45,-6.08,-0.77,6.05
2015-06-17,600207,11.87,12.33,12.44,11.33,250640,296856992.0,9.33,3.61,0.43,5.7
2015-06-18,600207,12.14,12.22,12.9,12.13,235126,292467552.0,6.24,-0.89,-0.11,5.34
2015-06-19,600207,11.75,11.0,12.0,11.0,197126,225282551.0,8.18,-9.98,-1.22,4.48
2015-06-23,600207,10.82,10.76,11.13,9.9,185651,193878034.0,11.18,-2.18,-0.24,4.22
2015-06-24,600207,10.88,11.09,11.1,10.62,189149,206486996.0,4.46,3.07,0.33,4.3
