代码,名称,上市日期,行业,板块,交易所,上市年份
300432,富临精工,2015-03-19,C 制造业,创业板,SZSE,2015.0
300433,蓝思科技,2015-03-18,C 制造业,创业板,SZSE,2015.0
300434,金石亚药,2015-04-24,C 制造业,创业板,SZSE,2015.0
300435,中泰股份,2015-03-26,D 水电煤气,创业板,SZSE,2015.0
300436,广生堂,2015-04-22,C 制造业,创业板,SZSE,2015.0
300437,清水源,2015-04-23,C 制造业,创业板,SZSE,2015.0
300438,鹏辉能源,2015-04-24,C 制造业,创业板,SZSE,2015.0
300439,美康生物,2015-04-22,C 制造业,创业板,SZSE,2015.0
300440,运达科技,2015-04-23,I 信息技术,创业板,SZSE,2015.0
300441,鲍斯股份,2015-04-23,C 制造业,创业板,SZSE,2015.0
300442,润泽科技,2015-04-24,I 信息技术,创业板,SZSE,2015.0
300443,金雷股份,2015-04-22,C 制造业,创业板,SZSE,2015.0
300444,双杰电气,2015-04-23,C 制造业,创业板,SZSE,2015.0
300445,康斯特,2015-04-24,C 制造业,创业板,SZSE,2015.0
300446,航天智造,2015-04-23,C 制造业,创业板,SZSE,2015.0
300447,全信股份,2015-04-22,C 制造业,创业板,SZSE,2015.0
300448,浩云科技,2015-04-24,I 信息技术,创业板,SZSE,2015.0
300449,汉邦高科,2015-04-22,C 制造业,创业板,SZSE,2015.0
300450,先导智能,2015-05-18,C 制造业,创业板,SZSE,2015.0
300451,创业慧康,2015-05-14,I 信息技术,创业板,SZSE,2015.0
300452,山河药辅,2015-05-15,C 制造业,创业板,SZSE,2015.0
300453,三鑫医疗,2015-05-15,C 制造业,创业板,SZSE,2015.0
300454,深信服,2018-05-16,I 信息技术,创业板,SZSE,2018.0
300455,航天智装,2015-05-15,C 制造业,创业板,SZSE,2015.0
300456,赛微电子,2015-05-14,C 制造业,创业板,SZSE,2015.0
300457,赢合科技,2015-05-14,C 制造业,创业板,SZSE,2015.0
300458,全志科技,2015-05-15,C 制造业,创业板,SZSE,2015.0
300459,汤姆猫,2015-05-15,I 信息技术,创业板,SZSE,2015.0
300460,惠伦晶体,2015-05-15,C 制造业,创业板,SZSE,2015.0
300461,田中精机,2015-05-19,C 制造业,创业板,SZSE,2015.0
300462,华铭智能,2015-05-27,C 制造业,创业板,SZSE,2015.0
300463,迈克生物,2015-05-28,C 制造业,创业板,SZSE,2015.0
300464,星徽股份,2015-06-10,F 批发零售,创业板,SZSE,2015.0
300465,高伟达,2015-05-28,I 信息技术,创业板,SZSE,2015.0
300466,赛摩智能,2015-05-28,C 制造业,创业板,SZSE,2015.0
300467,迅游科技,2015-05-27,I 信息技术,创业板,SZSE,2015.0
300468,四方精创,2015-05-27,I 信息技术,创业板,SZSE,2015.0
300469,信息发展,2015-06-11,I 信息技术,创业板,SZSE,2015.0
300470,中密控股,2015-06-12,C 制造业,创业板,SZSE,2015.0
300471,厚普股份,2015-06-11,C 制造业,创业板,SZSE,2015.0
300472,*ST新元,2015-06-11,C 制造业,创业板,SZSE,2015.0
300473,德尔股份,2015-06-12,C 制造业,创业板,SZSE,2015.0
300474,景嘉微,2016-03-31,C 制造业,创业板,SZSE,2016.0
300475,香农芯创,2015-06-10,F 批发零售,创业板,SZSE,2015.0
300476,胜宏科技,2015-06-11,C 制造业,创业板,SZSE,2015.0
300477,ST合纵,2015-06-10,C 制造业,创业板,SZSE,2015.0
300478,杭州高新,2015-06-10,C 制造业,创业板,SZSE,2015.0
300479,神思电子,2015-06-12,C 制造业,创业板,SZSE,2015.0
300480,光力科技,2015-07-02,C 制造业,创业板,SZSE,2015.0
300481,濮阳惠成,2015-06-30,C 制造业,创业板,SZSE,2015.0
300482,万孚生物,2015-06-30,C 制造业,创业板,SZSE,2015.0
300483,首华燃气,2015-06-30,B 采矿业,创业板,SZSE,2015.0
300484,蓝海华腾,2016-03-22,C 制造业,创业板,SZSE,2016.0
300485,赛升药业,2015-06-26,C 制造业,创业板,SZSE,2015.0
300486,东杰智能,2015-06-30,C 制造业,创业板,SZSE,2015.0
300487,蓝晓科技,2015-07-02,C 制造业,创业板,SZSE,2015.0
300488,恒锋工具,2015-07-01,C 制造业,创业板,SZSE,2015.0
300489,光智科技,2015-07-01,C 制造业,创业板,SZSE,2015.0
300490,华自科技,2015-12-31,C 制造业,创业板,SZSE,2015.0
300491,通合科技,2015-12-31,C 制造业,创业板,SZSE,2015.0
300492,华图山鼎,2015-12-23,M 科研服务,创业板,SZSE,2015.0
300493,润欣科技,2015-12-10,F 批发零售,创业板,SZSE,2015.0
300494,盛天网络,2015-12-31,I 信息技术,创业板,SZSE,2015.0
300496,中科创达,2015-12-10,I 信息技术,创业板,SZSE,2015.0
300497,富祥药业,2015-12-22,C 制造业,创业板,SZSE,2015.0
300498,温氏股份,2015-11-02,A 农林牧渔,创业板,SZSE,2015.0
300499,高澜股份,2016-02-02,C 制造业,创业板,SZSE,2016.0
300500,启迪设计,2016-02-04,M 科研服务,创业板,SZSE,2016.0
300501,海顺新材,2016-02-04,C 制造业,创业板,SZSE,2016.0
300502,新易盛,2016-03-03,C 制造业,创业板,SZSE,2016.0
300503,昊志机电,2016-03-09,C 制造业,创业板,SZSE,2016.0
300504,天邑股份,2018-03-30,C 制造业,创业板,SZSE,2018.0
300505,川金诺,2016-03-15,C 制造业,创业板,SZSE,2016.0
300506,ST名家汇,2016-03-24,E 建筑业,创业板,SZSE,2016.0
300507,苏奥传感,2016-04-29,C 制造业,创业板,SZSE,2016.0
300508,维宏股份,2016-04-19,C 制造业,创业板,SZSE,2016.0
300509,新美星,2016-04-25,C 制造业,创业板,SZSE,2016.0
300510,金冠股份,2016-05-06,C 制造业,创业板,SZSE,2016.0
300511,雪榕生物,2016-05-04,A 农林牧渔,创业板,SZSE,2016.0
300512,中亚股份,2016-05-26,C 制造业,创业板,SZSE,2016.0
300513,恒实科技,2016-05-30,I 信息技术,创业板,SZSE,2016.0
300514,友讯达,2017-04-26,C 制造业,创业板,SZSE,2017.0
300515,三德科技,2016-06-08,C 制造业,创业板,SZSE,2016.0
300516,久之洋,2016-06-02,C 制造业,创业板,SZSE,2016.0
300517,海波重科,2016-07-19,E 建筑业,创业板,SZSE,2016.0
300518,新迅达,2016-06-24,I 信息技术,创业板,SZSE,2016.0
300519,新光药业,2016-06-24,C 制造业,创业板,SZSE,2016.0
300520,科大国创,2016-07-08,I 信息技术,创业板,SZSE,2016.0
300521,爱司凯,2016-07-05,C 制造业,创业板,SZSE,2016.0
300522,世名科技,2016-07-05,C 制造业,创业板,SZSE,2016.0
300523,辰安科技,2016-07-26,I 信息技术,创业板,SZSE,2016.0
300525,博思软件,2016-07-26,I 信息技术,创业板,SZSE,2016.0
300527,中船应急,2016-08-05,C 制造业,创业板,SZSE,2016.0
300528,幸福蓝海,2016-08-08,R 文化传播,创业板,SZSE,2016.0
300529,健帆生物,2016-08-02,C 制造业,创业板,SZSE,2016.0
300530,领湃科技,2016-08-09,C 制造业,创业板,SZSE,2016.0
300531,优博讯,2016-08-09,C 制造业,创业板,SZSE,2016.0
300532,今天国际,2016-08-18,I 信息技术,创业板,SZSE,2016.0
300533,冰川网络,2016-08-18,I 信息技术,创业板,SZSE,2016.0
300534,陇神戎发,2016-09-13,C 制造业,创业板,SZSE,2016.0
300535,达威股份,2016-08-12,C 制造业,创业板,SZSE,2016.0
300536,农尚环境,2016-09-20,E 建筑业,创业板,SZSE,2016.0
300537,广信材料,2016-08-30,C 制造业,创业板,SZSE,2016.0
300538,同益股份,2016-08-26,F 批发零售,创业板,SZSE,2016.0
300539,横河精密,2016-08-30,C 制造业,创业板,SZSE,2016.0
300540,蜀道装备,2016-08-23,C 制造业,创业板,SZSE,2016.0
300541,先进数通,2016-09-13,I 信息技术,创业板,SZSE,2016.0
300542,新晨科技,2016-09-20,I 信息技术,创业板,SZSE,2016.0
300543,朗科智能,2016-09-08,C 制造业,创业板,SZSE,2016.0
300545,联得装备,2016-09-28,C 制造业,创业板,SZSE,2016.0
300546,雄帝科技,2016-09-28,C 制造业,创业板,SZSE,2016.0
300547,川环科技,2016-09-30,C 制造业,创业板,SZSE,2016.0
300548,博创科技,2016-10-12,C 制造业,创业板,SZSE,2016.0
300549,优德精密,2016-09-30,C 制造业,创业板,SZSE,2016.0
300550,和仁科技,2016-10-18,I 信息技术,创业板,SZSE,2016.0
300551,古鳌科技,2016-10-18,C 制造业,创业板,SZSE,2016.0
300552,万集科技,2016-10-21,C 制造业,创业板,SZSE,2016.0
300553,集智股份,2016-10-21,C 制造业,创业板,SZSE,2016.0
300554,三超新材,2017-04-21,C 制造业,创业板,SZSE,2017.0
300555,ST路通,2016-10-18,C 制造业,创业板,SZSE,2016.0
300556,丝路视觉,2016-11-04,I 信息技术,创业板,SZSE,2016.0
300557,理工光科,2016-11-01,C 制造业,创业板,SZSE,2016.0
300558,贝达药业,2016-11-07,C 制造业,创业板,SZSE,2016.0
300559,佳发教育,2016-11-01,I 信息技术,创业板,SZSE,2016.0
300560,中富通,2016-11-01,I 信息技术,创业板,SZSE,2016.0
300561,*ST汇科,2016-11-17,I 信息技术,创业板,SZSE,2016.0
300562,乐心医疗,2016-11-16,C 制造业,创业板,SZSE,2016.0
300563,神宇股份,2016-11-14,C 制造业,创业板,SZSE,2016.0
300564,筑博设计,2019-11-08,M 科研服务,创业板,SZSE,2019.0
300565,科信技术,2016-11-22,C 制造业,创业板,SZSE,2016.0
300566,激智科技,2016-11-15,C 制造业,创业板,SZSE,2016.0
300567,精测电子,2016-11-22,C 制造业,创业板,SZSE,2016.0
300568,星源材质,2016-12-01,C 制造业,创业板,SZSE,2016.0
300569,天能重工,2016-11-25,C 制造业,创业板,SZSE,2016.0
300570,太辰光,2016-12-06,C 制造业,创业板,SZSE,2016.0
300571,平治信息,2016-12-13,C 制造业,创业板,SZSE,2016.0
300572,安车检测,2016-12-06,C 制造业,创业板,SZSE,2016.0
300573,兴齐眼药,2016-12-08,C 制造业,创业板,SZSE,2016.0
300575,中旗股份,2016-12-20,C 制造业,创业板,SZSE,2016.0
300576,容大感光,2016-12-20,C 制造业,创业板,SZSE,2016.0
300577,开润股份,2016-12-21,C 制造业,创业板,SZSE,2016.0
300578,会畅通讯,2017-01-25,I 信息技术,创业板,SZSE,2017.0
300579,数字认证,2016-12-23,I 信息技术,创业板,SZSE,2016.0
300580,贝斯特,2017-01-11,C 制造业,创业板,SZSE,2017.0
300581,晨曦航空,2016-12-20,C 制造业,创业板,SZSE,2016.0
300582,英飞特,2016-12-28,C 制造业,创业板,SZSE,2016.0
300583,赛托生物,2017-01-06,C 制造业,创业板,SZSE,2017.0
300584,海辰药业,2017-01-12,C 制造业,创业板,SZSE,2017.0
300585,奥联电子,2016-12-29,C 制造业,创业板,SZSE,2016.0
300586,美联新材,2017-01-04,C 制造业,创业板,SZSE,2017.0
300587,天铁科技,2017-01-05,C 制造业,创业板,SZSE,2017.0
300588,熙菱信息,2017-01-05,I 信息技术,创业板,SZSE,2017.0
300589,江龙船艇,2017-01-13,C 制造业,创业板,SZSE,2017.0
300590,移为通信,2017-01-11,C 制造业,创业板,SZSE,2017.0
300591,万里马,2017-01-10,C 制造业,创业板,SZSE,2017.0
300592,华凯易佰,2017-01-20,F 批发零售,创业板,SZSE,2017.0
300593,新雷能,2017-01-13,C 制造业,创业板,SZSE,2017.0
300594,朗进科技,2019-06-21,C 制造业,创业板,SZSE,2019.0
300595,欧普康视,2017-01-17,C 制造业,创业板,SZSE,2017.0
300596,利安隆,2017-01-19,C 制造业,创业板,SZSE,2017.0
300597,吉大通信,2017-01-23,I 信息技术,创业板,SZSE,2017.0
300598,诚迈科技,2017-01-20,I 信息技术,创业板,SZSE,2017.0
300599,雄塑科技,2017-01-23,C 制造业,创业板,SZSE,2017.0
300600,ST瑞科,2017-01-25,C 制造业,创业板,SZSE,2017.0
300601,康泰生物,2017-02-07,C 制造业,创业板,SZSE,2017.0
300602,飞荣达,2017-01-26,C 制造业,创业板,SZSE,2017.0
300603,立昂技术,2017-01-26,I 信息技术,创业板,SZSE,2017.0
300604,长川科技,2017-04-17,C 制造业,创业板,SZSE,2017.0
300605,恒锋信息,2017-02-08,I 信息技术,创业板,SZSE,2017.0
300606,金太阳,2017-02-08,C 制造业,创业板,SZSE,2017.0
300607,拓斯达,2017-02-09,C 制造业,创业板,SZSE,2017.0
300608,思特奇,2017-02-13,I 信息技术,创业板,SZSE,2017.0
300609,汇纳科技,2017-02-15,I 信息技术,创业板,SZSE,2017.0
300610,晨化股份,2017-02-13,C 制造业,创业板,SZSE,2017.0
300611,美力科技,2017-02-20,C 制造业,创业板,SZSE,2017.0
300612,宣亚国际,2017-02-15,L 商务服务,创业板,SZSE,2017.0
300613,富瀚微,2017-02-20,I 信息技术,创业板,SZSE,2017.0
300614,百川畅银,2021-05-25,N 公共环保,创业板,SZSE,2021.0
300615,欣天科技,2017-02-15,C 制造业,创业板,SZSE,2017.0
300616,尚品宅配,2017-03-07,C 制造业,创业板,SZSE,2017.0
300617,安靠智电,2017-02-28,C 制造业,创业板,SZSE,2017.0
300618,寒锐钴业,2017-03-06,C 制造业,创业板,SZSE,2017.0
300619,金银河,2017-03-01,C 制造业,创业板,SZSE,2017.0
300620,光库科技,2017-03-10,C 制造业,创业板,SZSE,2017.0
300621,维业股份,2017-03-16,E 建筑业,创业板,SZSE,2017.0
300622,博士眼镜,2017-03-15,F 批发零售,创业板,SZSE,2017.0
300623,捷捷微电,2017-03-14,C 制造业,创业板,SZSE,2017.0
300624,万兴科技,2018-01-18,I 信息技术,创业板,SZSE,2018.0
300625,三雄极光,2017-03-17,C 制造业,创业板,SZSE,2017.0
300626,华瑞股份,2017-03-20,C 制造业,创业板,SZSE,2017.0
300627,华测导航,2017-03-21,C 制造业,创业板,SZSE,2017.0
300628,亿联网络,2017-03-17,C 制造业,创业板,SZSE,2017.0
300629,新劲刚,2017-03-24,C 制造业,创业板,SZSE,2017.0
300631,久吾高科,2017-03-23,C 制造业,创业板,SZSE,2017.0
300632,光莆股份,2017-04-06,C 制造业,创业板,SZSE,2017.0
300633,开立医疗,2017-04-06,C 制造业,创业板,SZSE,2017.0
300634,彩讯股份,2018-03-23,I 信息技术,创业板,SZSE,2018.0
300635,中达安,2017-03-31,M 科研服务,创业板,SZSE,2017.0
300636,同和药业,2017-03-31,C 制造业,创业板,SZSE,2017.0
300637,扬帆新材,2017-04-12,C 制造业,创业板,SZSE,2017.0
300638,广和通,2017-04-13,C 制造业,创业板,SZSE,2017.0
300639,凯普生物,2017-04-12,C 制造业,创业板,SZSE,2017.0
300640,德艺文创,2017-04-17,C 制造业,创业板,SZSE,2017.0
300641,正丹股份,2017-04-18,C 制造业,创业板,SZSE,2017.0
300642,透景生命,2017-04-21,C 制造业,创业板,SZSE,2017.0
300643,万通智控,2017-05-05,C 制造业,创业板,SZSE,2017.0
300644,南京聚隆,2018-02-06,C 制造业,创业板,SZSE,2018.0
300645,正元智慧,2017-04-21,I 信息技术,创业板,SZSE,2017.0
300647,超频三,2017-05-03,C 制造业,创业板,SZSE,2017.0
300648,星云股份,2017-04-25,C 制造业,创业板,SZSE,2017.0
300649,杭州园林,2017-05-05,E 建筑业,创业板,SZSE,2017.0
300650,太龙股份,2017-05-03,F 批发零售,创业板,SZSE,2017.0
300651,金陵体育,2017-05-09,C 制造业,创业板,SZSE,2017.0
300652,雷迪克,2017-05-16,C 制造业,创业板,SZSE,2017.0
300653,正海生物,2017-05-16,C 制造业,创业板,SZSE,2017.0
300654,世纪天鸿,2017-09-26,R 文化传播,创业板,SZSE,2017.0
300655,晶瑞电材,2017-05-23,C 制造业,创业板,SZSE,2017.0
300656,民德电子,2017-05-19,C 制造业,创业板,SZSE,2017.0
300657,弘信电子,2017-05-23,C 制造业,创业板,SZSE,2017.0
300658,延江股份,2017-06-02,C 制造业,创业板,SZSE,2017.0
300659,中孚信息,2017-05-26,I 信息技术,创业板,SZSE,2017.0
300660,江苏雷利,2017-06-02,C 制造业,创业板,SZSE,2017.0
300661,圣邦股份,2017-06-06,C 制造业,创业板,SZSE,2017.0
300662,科锐国际,2017-06-08,L 商务服务,创业板,SZSE,2017.0
300663,科蓝软件,2017-06-08,I 信息技术,创业板,SZSE,2017.0
300664,鹏鹞环保,2018-01-05,N 公共环保,创业板,SZSE,2018.0
300665,飞鹿股份,2017-06-13,C 制造业,创业板,SZSE,2017.0
300666,江丰电子,2017-06-15,C 制造业,创业板,SZSE,2017.0
300667,必创科技,2017-06-19,C 制造业,创业板,SZSE,2017.0
300668,杰恩设计,2017-06-19,M 科研服务,创业板,SZSE,2017.0
300669,沪宁股份,2017-06-29,C 制造业,创业板,SZSE,2017.0
300670,大烨智能,2017-07-03,C 制造业,创业板,SZSE,2017.0
300671,富满微,2017-07-05,I 信息技术,创业板,SZSE,2017.0
300672,国科微,2017-07-12,C 制造业,创业板,SZSE,2017.0
300673,佩蒂股份,2017-07-11,C 制造业,创业板,SZSE,2017.0
300674,宇信科技,2018-11-07,I 信息技术,创业板,SZSE,2018.0
300675,建科院,2017-07-19,M 科研服务,创业板,SZSE,2017.0
300676,华大基因,2017-07-14,M 科研服务,创业板,SZSE,2017.0
300677,英科医疗,2017-07-21,C 制造业,创业板,SZSE,2017.0
300678,中科信息,2017-07-28,I 信息技术,创业板,SZSE,2017.0
300679,电连技术,2017-07-31,C 制造业,创业板,SZSE,2017.0
300680,隆盛科技,2017-07-25,C 制造业,创业板,SZSE,2017.0
300681,英搏尔,2017-07-25,C 制造业,创业板,SZSE,2017.0
300682,朗新集团,2017-08-01,I 信息技术,创业板,SZSE,2017.0
300683,海特生物,2017-08-08,C 制造业,创业板,SZSE,2017.0
300684,中石科技,2017-12-27,C 制造业,创业板,SZSE,2017.0
300685,艾德生物,2017-08-02,C 制造业,创业板,SZSE,2017.0
300686,智动力,2017-08-04,C 制造业,创业板,SZSE,2017.0
300687,赛意信息,2017-08-03,I 信息技术,创业板,SZSE,2017.0
300688,创业黑马,2017-08-10,L 商务服务,创业板,SZSE,2017.0
300689,澄天伟业,2017-08-09,C 制造业,创业板,SZSE,2017.0
300690,双一科技,2017-08-08,C 制造业,创业板,SZSE,2017.0
300691,联合光电,2017-08-11,C 制造业,创业板,SZSE,2017.0
300692,中环环保,2017-08-21,N 公共环保,创业板,SZSE,2017.0
300693,盛弘股份,2017-08-22,C 制造业,创业板,SZSE,2017.0
300694,蠡湖股份,2018-10-15,C 制造业,创业板,SZSE,2018.0
300695,兆丰股份,2017-09-08,C 制造业,创业板,SZSE,2017.0
300696,爱乐达,2017-08-22,C 制造业,创业板,SZSE,2017.0
300697,电工合金,2017-09-07,C 制造业,创业板,SZSE,2017.0
300698,万马科技,2017-08-31,C 制造业,创业板,SZSE,2017.0
300699,光威复材,2017-09-01,C 制造业,创业板,SZSE,2017.0
300700,岱勒新材,2017-09-12,C 制造业,创业板,SZSE,2017.0
300701,森霸传感,2017-09-15,C 制造业,创业板,SZSE,2017.0
300702,天宇股份,2017-09-19,C 制造业,创业板,SZSE,2017.0
300703,创源股份,2017-09-19,C 制造业,创业板,SZSE,2017.0
300705,九典制药,2017-10-10,C 制造业,创业板,SZSE,2017.0
300706,阿石创,2017-09-26,C 制造业,创业板,SZSE,2017.0
300707,威唐工业,2017-10-10,C 制造业,创业板,SZSE,2017.0
300708,聚灿光电,2017-10-16,C 制造业,创业板,SZSE,2017.0
300709,精研科技,2017-10-19,C 制造业,创业板,SZSE,2017.0
300710,万隆光电,2017-10-19,C 制造业,创业板,SZSE,2017.0
300711,广哈通信,2017-11-01,C 制造业,创业板,SZSE,2017.0
300712,永福股份,2017-10-31,E 建筑业,创业板,SZSE,2017.0
300713,英可瑞,2017-11-01,C 制造业,创业板,SZSE,2017.0
300715,凯伦股份,2017-10-26,C 制造业,创业板,SZSE,2017.0
300716,ST泉为,2017-11-09,C 制造业,创业板,SZSE,2017.0
300717,华信新材,2017-11-06,C 制造业,创业板,SZSE,2017.0
300718,长盛轴承,2017-11-06,C 制造业,创业板,SZSE,2017.0
300719,安达维尔,2017-11-09,C 制造业,创业板,SZSE,2017.0
300720,海川智能,2017-11-06,C 制造业,创业板,SZSE,2017.0
300721,怡达股份,2017-11-15,C 制造业,创业板,SZSE,2017.0
300722,新余国科,2017-11-10,C 制造业,创业板,SZSE,2017.0
300723,一品红,2017-11-16,C 制造业,创业板,SZSE,2017.0
300724,捷佳伟创,2018-08-10,C 制造业,创业板,SZSE,2018.0
300725,药石科技,2017-11-10,M 科研服务,创业板,SZSE,2017.0
300726,宏达电子,2017-11-21,C 制造业,创业板,SZSE,2017.0
300727,润禾材料,2017-11-27,C 制造业,创业板,SZSE,2017.0
300729,乐歌股份,2017-12-01,C 制造业,创业板,SZSE,2017.0
300730,科创信息,2017-12-05,I 信息技术,创业板,SZSE,2017.0
300731,科创新源,2017-12-08,C 制造业,创业板,SZSE,2017.0
300732,设研院,2017-12-12,M 科研服务,创业板,SZSE,2017.0
300733,西菱动力,2018-01-16,C 制造业,创业板,SZSE,2018.0
300735,光弘科技,2017-12-29,C 制造业,创业板,SZSE,2017.0
300736,百邦科技,2018-01-09,O 居民服务,创业板,SZSE,2018.0
300737,科顺股份,2018-01-25,C 制造业,创业板,SZSE,2018.0
300738,奥飞数据,2018-01-19,I 信息技术,创业板,SZSE,2018.0
300739,明阳电路,2018-02-01,C 制造业,创业板,SZSE,2018.0
300740,水羊股份,2018-02-08,C 制造业,创业板,SZSE,2018.0
300741,华宝股份,2018-03-01,C 制造业,创业板,SZSE,2018.0
300743,天地数码,2018-04-27,C 制造业,创业板,SZSE,2018.0
300745,欣锐科技,2018-05-23,C 制造业,创业板,SZSE,2018.0
300746,汉嘉设计,2018-05-25,M 科研服务,创业板,SZSE,2018.0
300747,锐科激光,2018-06-25,C 制造业,创业板,SZSE,2018.0
300748,金力永磁,2018-09-21,C 制造业,创业板,SZSE,2018.0
300749,顶固集创,2018-09-25,C 制造业,创业板,SZSE,2018.0
300750,宁德时代,2018-06-11,C 制造业,创业板,SZSE,2018.0
300751,迈为股份,2018-11-09,C 制造业,创业板,SZSE,2018.0
300752,隆利科技,2018-11-30,C 制造业,创业板,SZSE,2018.0
300753,爱朋医疗,2018-12-13,C 制造业,创业板,SZSE,2018.0
300755,华致酒行,2019-01-29,F 批发零售,创业板,SZSE,2019.0
300756,金马游乐,2018-12-28,C 制造业,创业板,SZSE,2018.0
300757,罗博特科,2019-01-08,C 制造业,创业板,SZSE,2019.0
300758,七彩化学,2019-02-22,C 制造业,创业板,SZSE,2019.0
300759,康龙化成,2019-01-28,M 科研服务,创业板,SZSE,2019.0
300760,迈瑞医疗,2018-10-16,C 制造业,创业板,SZSE,2018.0
300761,立华股份,2019-02-18,A 农林牧渔,创业板,SZSE,2019.0
300762,上海瀚讯,2019-03-14,C 制造业,创业板,SZSE,2019.0
300763,锦浪科技,2019-03-19,C 制造业,创业板,SZSE,2019.0
300765,新诺威,2019-03-22,C 制造业,创业板,SZSE,2019.0
300766,每日互动,2019-03-25,I 信息技术,创业板,SZSE,2019.0
300767,震安科技,2019-03-29,C 制造业,创业板,SZSE,2019.0
300768,迪普科技,2019-04-12,I 信息技术,创业板,SZSE,2019.0
300769,德方纳米,2019-04-15,C 制造业,创业板,SZSE,2019.0
300770,新媒股份,2019-04-19,I 信息技术,创业板,SZSE,2019.0
300771,智莱科技,2019-04-22,C 制造业,创业板,SZSE,2019.0
300772,运达股份,2019-04-26,C 制造业,创业板,SZSE,2019.0
300773,拉卡拉,2019-04-25,I 信息技术,创业板,SZSE,2019.0
300774,倍杰特,2021-08-04,N 公共环保,创业板,SZSE,2021.0
300775,三角防务,2019-05-21,C 制造业,创业板,SZSE,2019.0
300776,帝尔激光,2019-05-17,C 制造业,创业板,SZSE,2019.0
300777,中简科技,2019-05-16,C 制造业,创业板,SZSE,2019.0
300778,新城市,2019-05-10,M 科研服务,创业板,SZSE,2019.0
300779,惠城环保,2019-05-22,C 制造业,创业板,SZSE,2019.0
300780,德恩精工,2019-05-31,C 制造业,创业板,SZSE,2019.0
300781,因赛集团,2019-06-06,L 商务服务,创业板,SZSE,2019.0
300782,卓胜微,2019-06-18,C 制造业,创业板,SZSE,2019.0
300783,三只松鼠,2019-07-12,F 批发零售,创业板,SZSE,2019.0
300784,利安科技,2024-06-07,C 制造业,创业板,SZSE,2024.0
300785,值得买,2019-07-15,I 信息技术,创业板,SZSE,2019.0
300786,国林科技,2019-07-23,C 制造业,创业板,SZSE,2019.0
300787,海能实业,2019-08-15,C 制造业,创业板,SZSE,2019.0
300788,中信出版,2019-07-05,R 文化传播,创业板,SZSE,2019.0
300789,唐源电气,2019-08-28,I 信息技术,创业板,SZSE,2019.0
300790,宇瞳光学,2019-09-20,C 制造业,创业板,SZSE,2019.0
300791,仙乐健康,2019-09-25,C 制造业,创业板,SZSE,2019.0
300792,壹网壹创,2019-09-27,I 信息技术,创业板,SZSE,2019.0
300793,佳禾智能,2019-10-18,C 制造业,创业板,SZSE,2019.0
300795,米奥会展,2019-10-22,L 商务服务,创业板,SZSE,2019.0
300796,贝斯美,2019-11-15,C 制造业,创业板,SZSE,2019.0
300797,钢研纳克,2019-11-01,M 科研服务,创业板,SZSE,2019.0
300798,锦鸡股份,2019-11-22,C 制造业,创业板,SZSE,2019.0
300800,力合科技,2019-11-06,C 制造业,创业板,SZSE,2019.0
300801,泰和科技,2019-11-28,C 制造业,创业板,SZSE,2019.0
300802,矩子科技,2019-11-14,C 制造业,创业板,SZSE,2019.0
300803,指南针,2019-11-18,J 金融业,创业板,SZSE,2019.0
300804,广康生化,2023-06-27,C 制造业,创业板,SZSE,2023.0
300805,电声股份,2019-11-21,L 商务服务,创业板,SZSE,2019.0
300806,斯迪克,2019-11-25,C 制造业,创业板,SZSE,2019.0
300807,天迈科技,2019-12-19,C 制造业,创业板,SZSE,2019.0
300808,久量股份,2019-11-29,C 制造业,创业板,SZSE,2019.0
300809,华辰装备,2019-12-04,C 制造业,创业板,SZSE,2019.0
300810,中科海讯,2019-12-06,I 信息技术,创业板,SZSE,2019.0
300811,铂科新材,2019-12-30,C 制造业,创业板,SZSE,2019.0
300812,易天股份,2020-01-09,C 制造业,创业板,SZSE,2020.0
300813,泰林生物,2020-01-14,C 制造业,创业板,SZSE,2020.0
300814,中富电路,2021-08-12,C 制造业,创业板,SZSE,2021.0
300815,玉禾田,2020-01-23,N 公共环保,创业板,SZSE,2020.0
300816,艾可蓝,2020-02-10,N 公共环保,创业板,SZSE,2020.0
300817,双飞集团,2020-02-18,C 制造业,创业板,SZSE,2020.0
300818,耐普矿机,2020-02-12,C 制造业,创业板,SZSE,2020.0
300819,聚杰微纤,2020-03-12,C 制造业,创业板,SZSE,2020.0
300820,英杰电气,2020-02-13,C 制造业,创业板,SZSE,2020.0
300821,东岳硅材,2020-03-12,C 制造业,创业板,SZSE,2020.0
300822,贝仕达克,2020-03-13,C 制造业,创业板,SZSE,2020.0
300823,建科智能,2020-03-19,C 制造业,创业板,SZSE,2020.0
300824,北鼎股份,2020-06-19,C 制造业,创业板,SZSE,2020.0
300825,阿尔特,2020-03-27,M 科研服务,创业板,SZSE,2020.0
300826,测绘股份,2020-04-03,M 科研服务,创业板,SZSE,2020.0
300827,上能电气,2020-04-10,C 制造业,创业板,SZSE,2020.0
300828,锐新科技,2020-04-21,C 制造业,创业板,SZSE,2020.0
300829,金丹科技,2020-04-22,C 制造业,创业板,SZSE,2020.0
300830,金现代,2020-05-06,I 信息技术,创业板,SZSE,2020.0
300831,派瑞股份,2020-05-07,C 制造业,创业板,SZSE,2020.0
300832,新产业,2020-05-12,C 制造业,创业板,SZSE,2020.0
300833,浩洋股份,2020-05-20,C 制造业,创业板,SZSE,2020.0
300834,星辉环材,2022-01-13,C 制造业,创业板,SZSE,2022.0
